#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism Name Interactor A	Organism ID Interactor B	Organism Name Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types
467582	2703416	51586	971443	119623	HHV1gp070	-	UL48	MED15	-	ARC105|CAG7A|CTG7A|PCQAP|TIG-1|TIG1|TNRC7	Affinity Capture-Western	physical	Uhlmann T (2007)	PUBMED:17135252	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P06492	G8HBG2	NP_044650	Q96RN5	Q6PKB8|G3V1P5|B7Z2H7	NP_056973|NP_001280166|NP_001280165|NP_001280164|NP_001280163|NP_001003891	-	-	-	-	-	-
467583	2703416	81857	971443	123607	HHV1gp070	TCBAP0758	UL48	MED25	-	ACID1|ARC92|CMT2B2|P78|PTOV2	Affinity Capture-Western	physical	Uhlmann T (2007)	PUBMED:17135252	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P06492	G8HBG2	NP_044650	Q71SY5	-	NP_112235	-	-	-	-	-	-
486268	997	2703389	107432	971426	-	HHV1gp002	CDC34	RL2	E2-CDC34|UBC3|UBCH3|UBE2R1	-	Reconstituted Complex	physical	Hagglund R (2002)	PUBMED:12060736	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	P49427	A0A024R1Z1	NP_004350	P08393	G8HBH2	NP_044601	-	-	-	-	-	-
486269	2703389	997	971426	107432	HHV1gp002	-	RL2	CDC34	-	E2-CDC34|UBC3|UBCH3|UBE2R1	Biochemical Activity	physical	Hagglund R (2002)	PUBMED:12060736	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	Ubiquitination	-	-	BIOGRID	P08393	G8HBH2	NP_044601	P49427	A0A024R1Z1	NP_004350	-	-	-	-	-	-
503269	2703390	23186	971427	116796	HHV1gp082	-	RL2	RCOR1	-	COREST|RCOR	Affinity Capture-Western	physical	Gu H (2005)	PUBMED:15897453	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08393	G8HBH2	NP_044660	Q9UKL0	J3KN32	NP_055971	-	-	-	-	-	-
505801	2703358	19697	971403	202853	HHV1gp055	-	UL37	Rela	-	p65	Phenotypic Suppression	genetic	Liu X (2008)	PUBMED:18682563	10298	Human Herpesvirus 1	10090	Mus musculus	Low Throughput	-	-	Overexpression of a dominant negative form of p65 suppresses the signal induction of expression of UL37	-	BIOGRID	P10221	-	NP_044639	Q04207	Q548Y4	NP_033071	MP:0008469	abnormal protein level	phenotype	-	-	wild type
505802	2703358	16150	971403	200601	HHV1gp055	-	UL37	Ikbkb	-	AI132552|IKK-2|IKK-beta|IKK2|IKK[b]|IKKbeta	Phenotypic Suppression	genetic	Liu X (2008)	PUBMED:18682563	10298	Human Herpesvirus 1	10090	Mus musculus	Low Throughput	-	-	Overexpression of a dominant negative form suppresses the signal induction of expression of UL37	-	BIOGRID	P10221	-	NP_044639	O88351	Q5D0E0	NP_034676|NP_001153246	MP:0008469	abnormal protein level	phenotype	-	-	wild type
505803	2703358	16179	971403	200627	HHV1gp055	RP23-252M19.7	UL37	Irak1	-	AA408924|IRAK|IRAK-1|IRAK1-S|Il1rak|Plpk|mPLK	Phenotypic Suppression	genetic	Liu X (2008)	PUBMED:18682563	10298	Human Herpesvirus 1	10090	Mus musculus	Low Throughput	-	-	Overexpression of a dominant negative form suppresses the signal induction of expression of UL37	-	BIOGRID	P10221	-	NP_044639	Q62406	B1AUW6|Q540G0|Q8BR10	NP_032389|NP_001171445|NP_001171444|NP_001171447|NP_001171446	MP:0008469	abnormal protein level	phenotype	-	-	wild type
505804	2703358	22034	971403	204307	HHV1gp055	RP23-313G3.1	UL37	Traf6	-	2310003F17Rik|AI851288|C630032O20Rik	Phenotypic Suppression	genetic	Liu X (2008)	PUBMED:18682563	10298	Human Herpesvirus 1	10090	Mus musculus	Low Throughput	-	-	Knock-out of Traf6 partially suppresses the signal induction of expression of UL37|Overexpression of a dominant negative form suppresses the signal induction of expression of UL37	-	BIOGRID	P10221	-	NP_044639	P70196	-	NP_033450	MP:0008469	abnormal protein level	phenotype	-	-	wild type
505805	2703358	26409	971403	204962	HHV1gp055	RP23-447J12.1	UL37	Map3k7	-	B430101B05|C87327|Tak1	Phenotypic Suppression	genetic	Liu X (2008)	PUBMED:18682563	10298	Human Herpesvirus 1	10090	Mus musculus	Low Throughput	-	-	Overexpression of a dominant negative form suppresses the signal induction of expression of UL37	-	BIOGRID	P10221	-	NP_044639	Q62073	Q923A8|Q543B5	NP_033342|NP_766276	MP:0008469	abnormal protein level	phenotype	-	-	wild type
505806	2703358	68652	971403	212973	HHV1gp055	-	UL37	Tab2	-	1110030N06Rik|A530078N03Rik|Map3k7ip2|mKIAA0733	Phenotypic Suppression	genetic	Liu X (2008)	PUBMED:18682563	10298	Human Herpesvirus 1	10090	Mus musculus	Low Throughput	-	-	Overexpression of a dominant negative form suppresses the signal induction of expression of UL37	-	BIOGRID	P10221	-	NP_044639	Q99K90	-	NP_619608	MP:0008469	abnormal protein level	phenotype	-	-	wild type
505807	2703358	22034	971403	204307	HHV1gp055	RP23-313G3.1	UL37	Traf6	-	2310003F17Rik|AI851288|C630032O20Rik	Affinity Capture-Western	physical	Liu X (2008)	PUBMED:18682563	10298	Human Herpesvirus 1	10090	Mus musculus	Low Throughput	-	-	-	-	BIOGRID	P10221	-	NP_044639	P70196	-	NP_033450	-	-	-	-	-	-
505808	22034	2703358	204307	971403	RP23-313G3.1	HHV1gp055	Traf6	UL37	2310003F17Rik|AI851288|C630032O20Rik	-	Affinity Capture-Western	physical	Liu X (2008)	PUBMED:18682563	10090	Mus musculus	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	P70196	-	NP_033450	P10221	-	NP_044639	-	-	-	-	-	-
513162	9759	2703390	115106	971427	-	HHV1gp082	HDAC4	RL2	AHO3|BDMR|HA6116|HD4|HDAC-4|HDAC-A|HDACA	-	Affinity Capture-Western	physical	Lomonte P (2004)	PUBMED:15194749	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	P56524	Q86YH7	NP_006028	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
513163	10014	2703390	115331	971427	-	HHV1gp082	HDAC5	RL2	HD5|NY-CO-9	-	Affinity Capture-Western	physical	Lomonte P (2004)	PUBMED:15194749	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q9UQL6	-	NP_005465|NP_001015053	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
513164	9734	2703390	115083	971427	-	HHV1gp082	HDAC9	RL2	HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	-	Affinity Capture-Western	physical	Lomonte P (2004)	PUBMED:15194749	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q9UKV0	B7Z3P7	NP_848512|NP_848510|NP_055522|NP_478056|NP_001191073|NP_001191076|NP_001191077|NP_001191074|NP_001191075	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
513165	9759	2703390	115106	971427	-	HHV1gp082	HDAC4	RL2	AHO3|BDMR|HA6116|HD4|HDAC-4|HDAC-A|HDACA	-	Reconstituted Complex	physical	Lomonte P (2004)	PUBMED:15194749	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	P56524	Q86YH7	NP_006028	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
513166	10014	2703390	115331	971427	-	HHV1gp082	HDAC5	RL2	HD5|NY-CO-9	-	Reconstituted Complex	physical	Lomonte P (2004)	PUBMED:15194749	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q9UQL6	-	NP_005465|NP_001015053	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
513167	9734	2703390	115083	971427	-	HHV1gp082	HDAC9	RL2	HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	-	Reconstituted Complex	physical	Lomonte P (2004)	PUBMED:15194749	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q9UKV0	B7Z3P7	NP_848512|NP_848510|NP_055522|NP_478056|NP_001191073|NP_001191076|NP_001191077|NP_001191074|NP_001191075	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
513168	2703390	9759	971427	115106	HHV1gp082	-	RL2	HDAC4	-	AHO3|BDMR|HA6116|HD4|HDAC-4|HDAC-A|HDACA	Reconstituted Complex	physical	Lomonte P (2004)	PUBMED:15194749	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08393	G8HBH2	NP_044660	P56524	Q86YH7	NP_006028	-	-	-	-	-	-
513169	2703390	10014	971427	115331	HHV1gp082	-	RL2	HDAC5	-	HD5|NY-CO-9	Reconstituted Complex	physical	Lomonte P (2004)	PUBMED:15194749	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08393	G8HBH2	NP_044660	Q9UQL6	-	NP_005465|NP_001015053	-	-	-	-	-	-
513170	2703390	9734	971427	115083	HHV1gp082	-	RL2	HDAC9	-	HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	Reconstituted Complex	physical	Lomonte P (2004)	PUBMED:15194749	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08393	G8HBH2	NP_044660	Q9UKV0	B7Z3P7	NP_848512|NP_848510|NP_055522|NP_478056|NP_001191073|NP_001191076|NP_001191077|NP_001191074|NP_001191075	-	-	-	-	-	-
513900	856891	2703416	36897	971443	YER148W	HHV1gp070	SPT15	UL48	BTF1|TBP1|TATA-binding protein|TBP|L000002037	-	Protein-peptide	physical	Nedialkov YA (2004)	PUBMED:15081896	559292	Saccharomyces cerevisiae (S288c)	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	P13393	-	NP_011075	P06492	G8HBG2	NP_044650	-	-	-	-	-	-
513901	6880	2703416	112743	971443	AD-004	HHV1gp070	TAF9	UL48	MGC:5067|STAF31/32|TAF2G|TAFII-31|TAFII-32|TAFII31|TAFII32|TAFIID32	-	Protein-peptide	physical	Nedialkov YA (2004)	PUBMED:15081896	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q16594	-	NP_001015892|NP_003178	P06492	G8HBG2	NP_044650	-	-	-	-	-	-
513902	2959	2703416	109214	971443	RP11-82K18.1	HHV1gp070	GTF2B	UL48	TF2B|TFIIB	-	Protein-peptide	physical	Nedialkov YA (2004)	PUBMED:15081896	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q00403	-	NP_001505	P06492	G8HBG2	NP_044650	-	-	-	-	-	-
519109	2703390	7321	971427	113169	HHV1gp082	-	RL2	UBE2D1	-	E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A	Reconstituted Complex	physical	Boutell C (2002)	PUBMED:11752173	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08393	G8HBH2	NP_044660	P51668	A0A087WW00|A0A024QZJ2	NP_003329|NP_001191809	-	-	-	-	-	-
519110	2703390	7324	971427	113172	HHV1gp082	-	RL2	UBE2E1	-	UBCH6	Reconstituted Complex	physical	Boutell C (2002)	PUBMED:11752173	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08393	G8HBH2	NP_044660	P51965	A0A024R2K3|B7Z306	NP_872607|NP_003332|NP_001189405	-	-	-	-	-	-
544312	3065	2703457	109315	971470	RP4-811H24.2	HHV1gp040	HDAC1	UL28	GON-10|HD1|RPD3|RPD3L1	-	Affinity Capture-MS	physical	Terhune SS (2010)	PUBMED:20585571	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q13547	Q6IT96	NP_004955	P10212	Q25BY8	NP_044630	-	-	-	-	-	-
544313	3065	2703458	109315	971471	RP4-811H24.2	HHV1gp41.5	HDAC1	UL29	GON-10|HD1|RPD3|RPD3L1	-	Affinity Capture-MS	physical	Terhune SS (2010)	PUBMED:20585571	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q13547	Q6IT96	NP_004955	P04296	-	NP_044631	-	-	-	-	-	-
544314	3065	2703359	109315	971404	RP4-811H24.2	HHV1gp056	HDAC1	UL38	GON-10|HD1|RPD3|RPD3L1	-	Affinity Capture-MS	physical	Terhune SS (2010)	PUBMED:20585571	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q13547	Q6IT96	NP_004955	P32888	B9VQG6	NP_044640	-	-	-	-	-	-
544315	3065	2703359	109315	971404	RP4-811H24.2	HHV1gp056	HDAC1	UL38	GON-10|HD1|RPD3|RPD3L1	-	Affinity Capture-Western	physical	Terhune SS (2010)	PUBMED:20585571	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q13547	Q6IT96	NP_004955	P32888	B9VQG6	NP_044640	-	-	-	-	-	-
544316	9219	2703359	114652	971404	-	HHV1gp056	MTA2	UL38	MTA1L1|PID	-	Affinity Capture-Western	physical	Terhune SS (2010)	PUBMED:20585571	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	O94776	A0A024R534	NP_001317221|NP_004730	P32888	B9VQG6	NP_044640	-	-	-	-	-	-
606992	2703390	6477	971427	112372	HHV1gp082	-	RL2	SIAH1	-	SIAH1A	Affinity Capture-Western	physical	Nagel CH (2011)	PUBMED:21632771	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08393	G8HBH2	NP_044660	Q8IUQ4	-	NP_001006611|NP_003022	-	-	-	-	-	-
606994	6477	2703390	112372	971427	-	HHV1gp082	SIAH1	RL2	SIAH1A	-	Biochemical Activity	physical	Nagel CH (2011)	PUBMED:21632771	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	Ubiquitination	-	-	BIOGRID	Q8IUQ4	-	NP_001006611|NP_003022	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
607099	2703392	5371	971429	111384	HHV1gp084	-	RS1	PML	-	MYL|PP8675|RNF71|TRIM19	Co-localization	physical	Cuchet-Lourenco D (2011)	PUBMED:21779164	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08392	-	NP_044662	P29590	-	NP_150250|NP_150253|NP_150252|NP_150247|NP_150241|NP_150242|NP_150243|NP_002666|NP_150249	-	-	-	-	-	-
607102	6672	2703392	112555	971429	-	HHV1gp084	SP100	RS1	lysp100b	-	Co-localization	physical	Cuchet-Lourenco D (2011)	PUBMED:21779164	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	P23497	Q6ZMK3	NP_001193632|NP_001193633|NP_001193630|NP_001193631|NP_003104|NP_001073860	P08392	-	NP_044662	-	-	-	-	-	-
607104	1616	2703392	107985	971429	DADB-159G18.9	HHV1gp084	DAXX	RS1	BING2|DAP6|EAP1	-	Co-localization	physical	Cuchet-Lourenco D (2011)	PUBMED:21779164	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q9UER7	Q53F85|A0A024RCS3|B4E1C1	NP_001135441|NP_001341|NP_001241646|NP_001135442	P08392	-	NP_044662	-	-	-	-	-	-
607108	9063	2703392	114523	971429	-	HHV1gp084	PIAS2	RS1	ARIP3|DIP|MIZ|MIZ1|PIASX|PIASX-ALPHA|PIASX-BETA|SIZ2|ZMIZ4	-	Co-localization	physical	Cuchet-Lourenco D (2011)	PUBMED:21779164	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	O75928	-	NP_001310976|NP_001310977|NP_001310975|NP_001310978|NP_001310983|NP_001310982|NP_001310981|NP_001310980|NP_001310987|NP_001310986|NP_001310984|NP_775298|NP_001310989|NP_001310988|NP_004662	P08392	-	NP_044662	-	-	-	-	-	-
607109	7341	2703392	113188	971429	OK/SW-cl.43	HHV1gp084	SUMO1	RS1	DAP1|GMP1|OFC10|PIC1|SENP2|SMT3|SMT3C|SMT3H3|UBL1	-	Co-localization	physical	Cuchet-Lourenco D (2011)	PUBMED:21779164	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	#LPPI|Likely protein-protein interaction	-	BIOGRID	P63165	A0A024R3Z2	NP_001005782|NP_001005781|NP_003343	P08392	-	NP_044662	-	-	-	-	-	-
607110	6613	2703392	112497	971429	-	HHV1gp084	SUMO2	RS1	HSMT3|SMT3B|SMT3H2|SUMO3|Smt3A	-	Co-localization	physical	Cuchet-Lourenco D (2011)	PUBMED:21779164	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	#LPPI|Likely protein-protein interaction	-	BIOGRID	P61956	A0A024R8S3	NP_001005849|NP_008868	P08392	-	NP_044662	-	-	-	-	-	-
607111	6612	2703392	112496	971429	-	HHV1gp084	SUMO3	RS1	SMT3A|SMT3H1|SUMO-3|Smt3B	-	Co-localization	physical	Cuchet-Lourenco D (2011)	PUBMED:21779164	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	#LPPI|Likely protein-protein interaction	-	BIOGRID	P55854	-	NP_001273345|NP_008867	P08392	-	NP_044662	-	-	-	-	-	-
615560	2703390	7874	971427	113622	HHV1gp082	-	RL2	USP7	-	HAUSP|TEF1	Affinity Capture-Western	physical	Antrobus R (2008)	PUBMED:18590780	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08393	G8HBH2	NP_044660	Q93009	B7ZAX6|Q6U8A4|B7Z855	NP_001308787|NP_003461|NP_001273387|NP_001273386	-	-	-	-	-	-
615561	2703390	7874	971427	113622	HHV1gp082	-	RL2	USP7	-	HAUSP|TEF1	Reconstituted Complex	physical	Antrobus R (2008)	PUBMED:18590780	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P08393	G8HBH2	NP_044660	Q93009	B7ZAX6|Q6U8A4|B7Z855	NP_001308787|NP_003461|NP_001273387|NP_001273386	-	-	-	-	-	-
657974	2703416	9439	971443	114829	HHV1gp070	RP5-914N13.2	UL48	MED23	-	ARC130|CRSP130|CRSP133|CRSP3|DRIP130|MRT18|SUR-2|SUR2	Affinity Capture-Western	physical	Boyer TG (1999)	PUBMED:10353252	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P06492	G8HBG2	NP_044650	Q9ULK4	Q05DL5	NP_001257451|NP_001257450|NP_057063|NP_004821	-	-	-	-	-	-
657975	2703416	9443	971443	114833	HHV1gp070	-	UL48	MED7	-	ARC34|CRSP33|CRSP9	Affinity Capture-Western	physical	Boyer TG (1999)	PUBMED:10353252	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P06492	G8HBG2	NP_044650	O43513	Q6IAZ5	NP_004261|NP_001094286	-	-	-	-	-	-
657976	2703416	892	971443	107333	HHV1gp070	RP1-199J3.1	UL48	CCNC	-	CycC	Affinity Capture-Western	physical	Boyer TG (1999)	PUBMED:10353252	10298	Human Herpesvirus 1	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P06492	G8HBG2	NP_044650	P24863	E5RFK5|Q7Z4L3	NP_005181|NP_001013417	-	-	-	-	-	-
658103	7874	2703390	113622	971427	-	HHV1gp082	USP7	RL2	HAUSP|TEF1	-	Two-hybrid	physical	Vanni E (2012)	PUBMED:22438555	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	Q93009	B7ZAX6|Q6U8A4|B7Z855	NP_001308787|NP_003461|NP_001273387|NP_001273386	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
658104	7321	2703390	113169	971427	-	HHV1gp082	UBE2D1	RL2	E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A	-	Two-hybrid	physical	Vanni E (2012)	PUBMED:22438555	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	P51668	A0A087WW00|A0A024QZJ2	NP_003329|NP_001191809	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
658105	7324	2703390	113172	971427	-	HHV1gp082	UBE2E1	RL2	UBCH6	-	Two-hybrid	physical	Vanni E (2012)	PUBMED:22438555	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	P51965	A0A024R2K3|B7Z306	NP_872607|NP_003332|NP_001189405	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
658106	2703390	2703390	971427	971427	HHV1gp082	HHV1gp082	RL2	RL2	-	-	Biochemical Activity	physical	Vanni E (2012)	PUBMED:22438555	10298	Human Herpesvirus 1	10298	Human Herpesvirus 1	Low Throughput	-	Ubiquitination	-	-	BIOGRID	P08393	G8HBH2	NP_044660	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
670613	6714	2703390	112592	971427	RP5-823N20.1	HHV1gp082	SRC	RL2	ASV|SRC1|c-SRC|p60-Src	-	Affinity Capture-Western	physical	Liang Y (2006)	PUBMED:16537602	9606	Homo sapiens	10298	Human Herpesvirus 1	Low Throughput	-	-	-	-	BIOGRID	P12931	-	NP_938033|NP_005408	P08393	G8HBH2	NP_044660	-	-	-	-	-	-
