BioGRIDInteractionID	EntrezGeneID_InteractorA	EntrezGeneID_InteractorB	BioGRIDID_InteractorA	BioGRIDID_InteractorB	SystematicName_InteractorA	SystematicName_InteractorB	OfficialSymbol_InteractorA	OfficialSymbol_InteractorB	Synonyms_InteractorA	Synonyms_InteractorB	ExperimentalSystem	ExperimentalSystemType	Author	PublicationSource	OrganismID_InteractorA	OrganismName_InteractorA	OrganismID_InteractorB	OrganismName_InteractorB	Throughput	Score	Modification	Qualifications	Tags	SourceDatabase	SWISSPROTAccessions_InteractorA	TREMBLAccessions_InteractorA	REFSEQAccessions_InteractorA	SWISSPROTAccessions_InteractorB	TREMBLAccessions_InteractorB	REFSEQAccessions_InteractorB	OntologyTermIDs	OntologyTermNames	OntologyTermCategories	OntologyTermQualifierIDs	OntologyTermQualifierNames	OntologyTermTypes
478320	155871	5931	1205541	111866	HIV1gp5	RP11-716A19.5	tat	RBBP7	-	RbAp46	Reconstituted Complex	physical	Gautier VW (2009)	PUBMED:19454010	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	High Throughput|Low Throughput	-	-	HIV 1: Protein TAT|High Throughput: An in vitro GST-Tat pull-down assay was performed using nuclear extracts from Jurkat cells followed by mass spectrometric analysis to identify interacting proteins.|Low Throughput: An in vitro GST-Tat pull-down assay was carried out using Jurkat cell nuclear extracts.   Various salt washes were used followed by Western-blotting analysis to confirm the mass spec identification of selected Tat-interacting proteins.	-	BIOGRID	P04608	-	NP_057853	Q16576	Q6FHQ0	NP_001185648|NP_002884	-	-	-	-	-	-
478321	155871	5928	1205541	111863	HIV1gp5	-	tat	RBBP4	-	NURF55|RBAP48|lin-53	Reconstituted Complex	physical	Gautier VW (2009)	PUBMED:19454010	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	High Throughput|Low Throughput	-	-	HIV 1: Protein TAT|High Throughput: An in vitro GST-Tat pull-down assay was performed using nuclear extracts from Jurkat cells followed by mass spectrometric analysis to identify interacting proteins.|Low Throughput: An in vitro GST-Tat pull-down assay was carried out using Jurkat cell nuclear extracts.   Various salt washes were used followed by Western-blotting analysis to confirm the mass spec identification of selected Tat-interacting proteins.	-	BIOGRID	P04608	-	NP_057853	Q09028	-	NP_001128728|NP_005601|NP_001128727	-	-	-	-	-	-
478322	155871	10284	1205541	115573	HIV1gp5	GIG38	tat	SAP18	-	2HOR0202|SAP18P	Reconstituted Complex	physical	Gautier VW (2009)	PUBMED:19454010	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	High Throughput|Low Throughput	-	-	HIV 1: Protein TAT|High Throughput: An in vitro GST-Tat pull-down assay was performed using nuclear extracts from Jurkat cells followed by mass spectrometric analysis to identify interacting proteins.|Low Throughput: An in vitro GST-Tat pull-down assay was carried out using Jurkat cell nuclear extracts.   Various salt washes were used followed by Western-blotting analysis to confirm the mass spec identification of selected Tat-interacting proteins.	-	BIOGRID	P04608	-	NP_057853	O00422	X6RAL5	NP_005861	-	-	-	-	-	-
478323	155871	25942	1205541	117439	HIV1gp5	-	tat	SIN3A	-	-	Reconstituted Complex	physical	Gautier VW (2009)	PUBMED:19454010	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	High Throughput|Low Throughput	-	-	HIV 1: Protein TAT|High Throughput: An in vitro GST-Tat pull-down assay was performed using nuclear extracts from Jurkat cells followed by mass spectrometric analysis to identify interacting proteins.|Low Throughput: An in vitro GST-Tat pull-down assay was carried out using Jurkat cell nuclear extracts.   Various salt washes were used followed by Western-blotting analysis to confirm the mass spec identification of selected Tat-interacting proteins.	-	BIOGRID	P04608	-	NP_057853	Q96ST3	-	NP_056292|NP_001138829|NP_001138830	-	-	-	-	-	-
478324	155871	10320	1205541	115604	HIV1gp5	tcag7.1178	tat	IKZF1	-	Hs.54452|IK1|IKAROS|LYF1|LyF-1|PPP1R92|PRO0758|ZNFN1A1	Reconstituted Complex	physical	Gautier VW (2009)	PUBMED:19454010	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	High Throughput|Low Throughput	-	-	HIV 1: Protein TAT|High Throughput: An in vitro GST-Tat pull-down assay was performed using nuclear extracts from Jurkat cells followed by mass spectrometric analysis to identify interacting proteins.|Low Throughput: An in vitro GST-Tat pull-down assay was carried out using Jurkat cell nuclear extracts.   Various salt washes were used followed by Western-blotting analysis to confirm the mass spec identification of selected Tat-interacting proteins.	-	BIOGRID	P04608	-	NP_057853	Q13422	C9JTB0|R9R4D9|A0A087WU46	NP_001207698|NP_001207699|NP_001278766|NP_001278767|NP_001278768|NP_001278769|NP_001207694|NP_001207695|NP_001207696|NP_001207697|NP_001278775|NP_001278774|NP_001278776|NP_001278771|NP_001278770|NP_001278773|NP_001278772|NP_006051|NP_001207702|NP_001207703|NP_001207700|NP_001207701|NP_001207704|NP_001207705	-	-	-	-	-	-
478325	155871	9112	1205541	114562	HIV1gp5	-	tat	MTA1	-	-	Reconstituted Complex	physical	Gautier VW (2009)	PUBMED:19454010	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	High Throughput|Low Throughput	-	-	HIV 1: Protein TAT|High Throughput: An in vitro GST-Tat pull-down assay was performed using nuclear extracts from Jurkat cells followed by mass spectrometric analysis to identify interacting proteins.|Low Throughput: An in vitro GST-Tat pull-down assay was carried out using Jurkat cell nuclear extracts.   Various salt washes were used followed by Western-blotting analysis to confirm the mass spec identification of selected Tat-interacting proteins.	-	BIOGRID	P04608	-	NP_057853	Q13330	Q9BRL8	NP_004680|NP_001190187	-	-	-	-	-	-
478374	155871	6598	1205541	112482	HIV1gp5	-	tat	SMARCB1	-	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	Affinity Capture-Western	physical	Mahmoudi T (2006)	PUBMED:16687403	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Protein TAT	-	BIOGRID	P04608	-	NP_057853	Q12824	Q9H836	NP_001304875|NP_001007469|NP_003064	-	-	-	-	-	-
478375	155871	6597	1205541	112481	HIV1gp5	-	tat	SMARCA4	-	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	Affinity Capture-Western	physical	Mahmoudi T (2006)	PUBMED:16687403	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Protein TAT	-	BIOGRID	P04608	-	NP_057853	P51532	A7E2E1|Q9HBD4|B3KNW7	NP_003063|NP_001122319|NP_001122318|NP_001122317|NP_001122316|NP_001122320|NP_001122321	-	-	-	-	-	-
478378	155871	904	1205541	107343	HIV1gp5	-	tat	CCNT1	-	CCNT|CYCT1|HIVE1	Affinity Capture-Western	physical	Mahmoudi T (2006)	PUBMED:16687403	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Protein TAT	-	BIOGRID	P04608	-	NP_057853	O60563	A8K4M5	NP_001264771|NP_001231	-	-	-	-	-	-
478379	155871	1025	1205541	107459	HIV1gp5	RP11-228B15.5	tat	CDK9	-	C-2k|CDC2L4|CTK1|PITALRE|TAK	Affinity Capture-Western	physical	Mahmoudi T (2006)	PUBMED:16687403	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Protein TAT	-	BIOGRID	P04608	-	NP_057853	P50750	A0A024R880	NP_001252	-	-	-	-	-	-
481499	155807	3014	1205540	109268	HIV1gp4	-	vpr	H2AFX	-	H2A.X|H2A/X|H2AX	Co-localization	physical	Lai M (2005)	PUBMED:16306615	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Protein VPR	-	BIOGRID	-	-	NP_057852	P16104	-	NP_002096	-	-	-	-	-	-
483209	1387	155871	107777	1205541	-	HIV1gp5	CREBBP	tat	CBP|KAT3A|RSTS	-	Reconstituted Complex	physical	Vendel AC (2003)	PUBMED:12549909	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Protein Tat	-	BIOGRID	Q92793	-	NP_001073315|NP_004371	P04608	-	NP_057853	-	-	-	-	-	-
483210	155871	1387	1205541	107777	HIV1gp5	-	tat	CREBBP	-	CBP|KAT3A|RSTS	Reconstituted Complex	physical	Vendel AC (2003)	PUBMED:12549909	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Protein Tat	-	BIOGRID	P04608	-	NP_057853	Q92793	-	NP_001073315|NP_004371	-	-	-	-	-	-
503898	155871	3659	1205541	109867	HIV1gp5	-	tat	IRF1	-	IRF-1|MAR	Reconstituted Complex	physical	Sgarbanti M (2002)	PUBMED:12021315	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Protein TAT	-	BIOGRID	P04608	-	NP_057853	P10914	Q6FHN8	NP_002189	-	-	-	-	-	-
503899	3659	155871	109867	1205541	-	HIV1gp5	IRF1	tat	IRF-1|MAR	-	Reconstituted Complex	physical	Sgarbanti M (2002)	PUBMED:12021315	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Protein TAT	-	BIOGRID	P10914	Q6FHN8	NP_002189	P04608	-	NP_057853	-	-	-	-	-	-
503900	3659	155871	109867	1205541	-	HIV1gp5	IRF1	tat	IRF-1|MAR	-	Two-hybrid	physical	Sgarbanti M (2002)	PUBMED:12021315	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Protein TAT	-	BIOGRID	P10914	Q6FHN8	NP_002189	P04608	-	NP_057853	-	-	-	-	-	-
503901	3659	155871	109867	1205541	-	HIV1gp5	IRF1	tat	IRF-1|MAR	-	Affinity Capture-Western	physical	Sgarbanti M (2002)	PUBMED:12021315	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Protein TAT	-	BIOGRID	P10914	Q6FHN8	NP_002189	P04608	-	NP_057853	-	-	-	-	-	-
503903	155871	3659	1205541	109867	HIV1gp5	-	tat	IRF1	-	IRF-1|MAR	Affinity Capture-Western	physical	Sgarbanti M (2002)	PUBMED:12021315	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Protein TAT	-	BIOGRID	P04608	-	NP_057853	P10914	Q6FHN8	NP_002189	-	-	-	-	-	-
503910	155971	920	1205544	107358	HIV1gp8	-	env	CD4	-	CD4mut	Reconstituted Complex	physical	Chams V (1992)	PUBMED:1605591	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Envelope glycoprotein gp160|interaction detected by ELISA	-	BIOGRID	P04578	-	NP_057856	P01730	B0AZV7|B4DT49	NP_001181943|NP_000607|NP_001181946|NP_001181945|NP_001181944	-	-	-	-	-	-
503913	155971	920	1205544	107358	HIV1gp8	-	env	CD4	-	CD4mut	Affinity Capture-Western	physical	Murphy CI (1990)	PUBMED:2076345	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Envelope glycoprotein gp160|HIV 1: Surface protein gp120	-	BIOGRID	P04578	-	NP_057856	P01730	B0AZV7|B4DT49	NP_001181943|NP_000607|NP_001181946|NP_001181945|NP_001181944	-	-	-	-	-	-
503914	920	155971	107358	1205544	-	HIV1gp8	CD4	env	CD4mut	-	Affinity Capture-Western	physical	Murphy CI (1990)	PUBMED:2076345	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Envelope glycoprotein gp160|HIV 1: Surface protein gp120	-	BIOGRID	P01730	B0AZV7|B4DT49	NP_001181943|NP_000607|NP_001181946|NP_001181945|NP_001181944	P04578	-	NP_057856	-	-	-	-	-	-
503915	920	155971	107358	1205544	-	HIV1gp8	CD4	env	CD4mut	-	Reconstituted Complex	physical	Chams V (1992)	PUBMED:1605591	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Envelope glycoprotein gp160|interaction detected by ELISA	-	BIOGRID	P01730	B0AZV7|B4DT49	NP_001181943|NP_000607|NP_001181946|NP_001181945|NP_001181944	P04578	-	NP_057856	-	-	-	-	-	-
503919	155348	155348	1205538	1205538	HIV1gp1	HIV1gp1	gag-pol	gag-pol	-	-	Co-crystal Structure	physical	Ding J (1995)	PUBMED:7542140	11676	Human Immunodeficiency Virus 1	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Reverse transcriptase/ribonuclease H|HIV 1: p51 RT	-	BIOGRID	P04585	-	NP_057849	P04585	-	NP_057849	-	-	-	-	-	-
503925	155871	6667	1205541	112550	HIV1gp5	-	tat	SP1	-	-	Affinity Capture-Western	physical	Jeang KT (1993)	PUBMED:7690421	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Protein Tat	-	BIOGRID	P04608	-	NP_057853	P08047	-	NP_003100|NP_612482|NP_001238754	-	-	-	-	-	-
503928	155971	2335	1205544	108621	HIV1gp8	-	env	FN1	-	CIG|ED-B|FINC|FN|FNZ|GFND|GFND2|LETS|MSF	Reconstituted Complex	physical	Torre D (1994)	PUBMED:8173552	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Surface protein gp120	-	BIOGRID	P04578	-	NP_057856	P02751	Q6N084|Q6MZF4|Q9UQS6|Q6MZM7	NP_473375|NP_001293059|NP_001293058|NP_001293060|NP_001293061|NP_997647|NP_997641|NP_997643|NP_997639|NP_002017	-	-	-	-	-	-
503930	9939	155871	115265	1205541	HSPC114	HIV1gp5	RBM8A	tat	BOV-1A|BOV-1B|BOV-1C|C1DELq21.1|DEL1q21.1|MDS014|RBM8|RBM8B|TAR|Y14|ZNRP|ZRNP1	-	Protein-RNA	physical	Mei HY (1997)	PUBMED:9222511	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Protein Tat	-	BIOGRID	Q9Y5S9	A0A023T787	NP_005096	P04608	-	NP_057853	-	-	-	-	-	-
503936	155030	8726	1205537	114265	HIV1gp2	-	gag	EED	-	HEED|WAIT1	Two-hybrid	physical	Peytavi R (1999)	PUBMED:9880543	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Matrix protein p17	-	BIOGRID	P04591	-	NP_057850	O75530	E9PJK2	NP_001294936|NP_694536|NP_003788	-	-	-	-	-	-
503937	966	155030	107404	1205537	-	HIV1gp2	CD59	gag	16.3A5|1F5|EJ16|EJ30|EL32|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20	-	Co-fractionation	physical	Nguyen DH (2000)	PUBMED:10708443	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Matrix protein p17	-	BIOGRID	P13987	Q6FHM9	NP_976076|NP_976075|NP_976074|NP_000602|NP_001120697|NP_001120695|NP_001120698|NP_001120699	P04591	-	NP_057850	-	-	-	-	-	-
503938	7070	155030	112926	1205537	-	HIV1gp2	THY1	gag	CD90	-	Co-fractionation	physical	Nguyen DH (2000)	PUBMED:10708443	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Matrix protein p17	-	BIOGRID	P04216	B0YJA4	NP_006279	P04591	-	NP_057850	-	-	-	-	-	-
503939	967	155030	107405	1205537	-	HIV1gp2	CD63	gag	LAMP-3|ME491|MLA1|OMA81H|TSPAN30	-	Co-fractionation	physical	Nguyen DH (2000)	PUBMED:10708443	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Matrix protein p17	-	BIOGRID	P08962	A0A024RB05	NP_001244318|NP_001244320|NP_001244330|NP_001244319|NP_001244329|NP_001244321|NP_001771|NP_001254627	P04591	-	NP_057850	-	-	-	-	-	-
503946	156110	8907	1205545	114421	HIV1gp9	-	nef	AP1M1	-	AP47|CLAPM2|CLTNM|MU-1A	Two-hybrid	physical	Craig HM (2000)	PUBMED:10814565	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Nef protein	-	BIOGRID	P04601	-	NP_057857	Q9BXS5	Q59EK3|A0A024R7K8|B3KNH5	NP_001123996|NP_115882	-	-	-	-	-	-
503947	156110	26985	1205545	117938	HIV1gp9	RP11-178G16.4	nef	AP3M1	-	-	Two-hybrid	physical	Craig HM (2000)	PUBMED:10814565	11676	Human Immunodeficiency Virus 1	9606	Homo sapiens	Low Throughput	-	-	HIV 1: Nef protein	-	BIOGRID	P04601	-	NP_057857	Q9Y2T2	A0A024QZR5	NP_996895|NP_001307192|NP_001307193|NP_001307194|NP_036227	-	-	-	-	-	-
503951	919	156110	107357	1205545	RP11-104L21.1	HIV1gp9	CD247	nef	CD3-ZETA|CD3H|CD3Q|CD3Z|IMD25|T3Z|TCRZ	-	FRET	physical	Banning C (2010)	PUBMED:20179761	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Nef Protein	-	BIOGRID	P20963	-	NP_000725|NP_932170	P04601	-	NP_057857	-	-	-	-	-	-
503952	919	155945	107357	1205543	RP11-104L21.1	HIV1gp7	CD247	vpu	CD3-ZETA|CD3H|CD3Q|CD3Z|IMD25|T3Z|TCRZ	-	FRET	physical	Banning C (2010)	PUBMED:20179761	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Protein Vpu	-	BIOGRID	P20963	-	NP_000725|NP_932170	-	-	NP_057855	-	-	-	-	-	-
503953	920	156110	107358	1205545	-	HIV1gp9	CD4	nef	CD4mut	-	FRET	physical	Banning C (2010)	PUBMED:20179761	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Nef Protein	-	BIOGRID	P01730	B0AZV7|B4DT49	NP_001181943|NP_000607|NP_001181946|NP_001181945|NP_001181944	P04601	-	NP_057857	-	-	-	-	-	-
503954	920	155945	107358	1205543	-	HIV1gp7	CD4	vpu	CD4mut	-	FRET	physical	Banning C (2010)	PUBMED:20179761	9606	Homo sapiens	11676	Human Immunodeficiency Virus 1	Low Throughput	-	-	HIV 1: Protein Vpu	-	BIOGRID	P01730	B0AZV7|B4DT49	NP_001181943|NP_000607|NP_001181946|NP_001181945|NP_001181944	-	-	NP_057855	-	-	-	-	-	-
