BioGRIDInteractionID	EntrezGeneID_InteractorA	EntrezGeneID_InteractorB	BioGRIDID_InteractorA	BioGRIDID_InteractorB	SystematicName_InteractorA	SystematicName_InteractorB	OfficialSymbol_InteractorA	OfficialSymbol_InteractorB	Synonyms_InteractorA	Synonyms_InteractorB	ExperimentalSystem	ExperimentalSystemType	Author	PublicationSource	OrganismID_InteractorA	OrganismName_InteractorA	OrganismID_InteractorB	OrganismName_InteractorB	Throughput	Score	Modification	Qualifications	Tags	SourceDatabase	SWISSPROTAccessions_InteractorA	TREMBLAccessions_InteractorA	REFSEQAccessions_InteractorA	SWISSPROTAccessions_InteractorB	TREMBLAccessions_InteractorB	REFSEQAccessions_InteractorB	OntologyTermIDs	OntologyTermNames	OntologyTermCategories	OntologyTermQualifierIDs	OntologyTermQualifierNames	OntologyTermTypes
592321	3783746	203068	971788	128444	-	DAAP-285E11.4	EBNA-LP	TUBB	-	CDCBM6|M40|OK/SW-cl.56|TUBB1|TUBB5	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P07437	Q5ST81|B4DY90|B4DQN9|B4DMJ5|Q5SU16	NP_001280145|NP_001280144|NP_821133|NP_001280141|NP_001280143|NP_001280142	-	-	-	-	-	-
592322	3783746	3308	971788	109540	-	-	EBNA-LP	HSPA4	-	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	Co-purification	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P34932	-	NP_002145	-	-	-	-	-	-
592323	3783746	3312	971788	109544	-	-	EBNA-LP	HSPA8	-	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Co-purification	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P11142	V9HW22|Q53HF2	NP_694881|NP_006588	-	-	-	-	-	-
592324	3783746	10376	971788	115651	-	-	EBNA-LP	TUBA1B	-	K-ALPHA-1	Co-purification	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P68363	-	NP_006073	-	-	-	-	-	-
592325	3783746	203068	971788	128444	-	DAAP-285E11.4	EBNA-LP	TUBB	-	CDCBM6|M40|OK/SW-cl.56|TUBB1|TUBB5	Co-purification	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P07437	Q5ST81|B4DY90|B4DQN9|B4DMJ5|Q5SU16	NP_001280145|NP_001280144|NP_821133|NP_001280141|NP_001280143|NP_001280142	-	-	-	-	-	-
592326	3783746	9532	971788	114908	-	RP3-496N17.2	EBNA-LP	BAG2	-	BAG-2|dJ417I1.2	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	O95816	-	NP_004273	-	-	-	-	-	-
592327	3783746	9531	971788	114907	-	-	EBNA-LP	BAG3	-	BAG-3|BIS|CAIR-1|MFM6	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	O95817	-	NP_004272	-	-	-	-	-	-
592328	3783746	3337	971788	109569	-	-	EBNA-LP	DNAJB1	-	HSPF1|Hdj1|Hsp40|RSPH16B|Sis1	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P25685	Q6FHS4	NP_001287843|NP_001300893|NP_006136	-	-	-	-	-	-
592329	3783746	3320	971788	109552	-	-	EBNA-LP	HSP90AA1	-	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-
592330	3783746	4691	971788	110771	-	-	EBNA-LP	NCL	-	C23	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P19338	B3KM80|A0A024R4A0	NP_005372	-	-	-	-	-	-
592331	3783746	5708	971788	111681	-	-	EBNA-LP	PSMD2	-	P97|RPN1|S2|TRAP2	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	Q13200	-	NP_001265637|NP_001265638|NP_002799	-	-	-	-	-	-
592332	3783746	4670	971788	110751	-	-	EBNA-LP	HNRNPM	-	CEAR|HNRNPM4|HNRPM|HNRPM4|HTGR1|NAGR1|hnRNP M	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P52272	Q59ES8	NP_112480|NP_001284347|NP_005959	-	-	-	-	-	-
592333	3783746	3181	971788	109422	-	-	EBNA-LP	HNRNPA2B1	-	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P22626	A0A024RA27|A0A024RA61	NP_112533|NP_002128	-	-	-	-	-	-
592334	3783746	3190	971788	109431	-	RP11-575L7.1	EBNA-LP	HNRNPK	-	CSBP|HNRPK|TUNP	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P61978	Q6IBN1|B4DUQ1	NP_002131|NP_112552|NP_112553|NP_001305116|NP_001305117|NP_001305115	-	-	-	-	-	-
592335	3783746	4841	971788	110904	-	-	EBNA-LP	NONO	-	NMT55|NRB54|P54|P54NRB|PPP1R114	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	Q15233	-	NP_001138882|NP_001138880|NP_001138881|NP_031389	-	-	-	-	-	-
592336	3783746	1655	971788	108021	-	-	EBNA-LP	DDX5	-	G17P1|HLR1|HUMP68|p68	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P17844	-	NP_004387|NP_001307524|NP_001307526|NP_001307525	-	-	-	-	-	-
592337	3783746	6421	971788	112319	-	-	EBNA-LP	SFPQ	-	POMP100|PPP1R140|PSF	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P23246	Q86VG2	NP_005057	-	-	-	-	-	-
592338	3783746	9532	971788	114908	-	RP3-496N17.2	EBNA-LP	BAG2	-	BAG-2|dJ417I1.2	Co-purification	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	O95816	-	NP_004273	-	-	-	-	-	-
592339	3783746	3329	971788	109561	-	-	EBNA-LP	HSPD1	-	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	Affinity Capture-Western	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P10809	A0A024R3X4	NP_002147|NP_955472	-	-	-	-	-	-
592340	3783746	10128	971788	115432	-	-	EBNA-LP	LRPPRC	-	CLONE-23970|GP130|LRP130|LSFC	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P42704	E5KNY5	NP_573566	-	-	-	-	-	-
592341	3783746	6205	971788	112119	-	-	EBNA-LP	RPS11	-	S11	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62280	-	NP_001006	-	-	-	-	-	-
592343	3783746	6207	971788	112121	-	-	EBNA-LP	RPS13	-	S13	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62277	-	NP_001008	-	-	-	-	-	-
592344	3783746	6208	971788	112122	-	PRO2640	EBNA-LP	RPS14	-	EMTB|S14	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62263	-	NP_001020242|NP_001020241|NP_005608	-	-	-	-	-	-
592345	3783746	6209	971788	112123	-	-	EBNA-LP	RPS15	-	RIG|S15	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62841	-	NP_001295155|NP_001009	-	-	-	-	-	-
592346	3783746	6217	971788	112131	-	-	EBNA-LP	RPS16	-	S16	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62249	Q6IPX4	NP_001011|NP_001308040	-	-	-	-	-	-
592347	3783746	6218	971788	112132	-	-	EBNA-LP	RPS17	-	DBA4|RPS17L|RPS17L1|RPS17L2|S17	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P0CW22|P08708	-	NP_001012	-	-	-	-	-	-
592348	3783746	6222	971788	112136	-	DADB-159G18.1	EBNA-LP	RPS18	-	D6S218E|HKE3|KE-3|KE3|S18	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62269	-	NP_072045	-	-	-	-	-	-
592350	3783746	6187	971788	112101	-	-	EBNA-LP	RPS2	-	LLREP3|S2	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P15880	-	NP_002943	-	-	-	-	-	-
592351	3783746	6228	971788	112142	-	-	EBNA-LP	RPS23	-	S23	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62266	A8K517	NP_001016	-	-	-	-	-	-
592352	3783746	6230	971788	112144	-	-	EBNA-LP	RPS25	-	S25	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62851	-	NP_001019	-	-	-	-	-	-
592353	3783746	51065	971788	119256	-	-	EBNA-LP	RPS27L	-	-	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	Q71UM5	-	NP_057004	-	-	-	-	-	-
592355	3783746	6189	971788	112103	-	-	EBNA-LP	RPS3A	-	FTE1|MFTL|S3A	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P61247	B7Z3M5	NP_001254628|NP_000997	-	-	-	-	-	-
592356	3783746	6191	971788	112105	-	-	EBNA-LP	RPS4X	-	CCG2|DXS306|RPS4|S4|SCAR|SCR10	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62701	B2R491	NP_000998	-	-	-	-	-	-
592357	3783746	6194	971788	112108	-	RP11-513M16.6	EBNA-LP	RPS6	-	S6	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62753	A2A3R6	NP_001001	-	-	-	-	-	-
592358	3783746	6202	971788	112116	-	RP11-269F19.3	EBNA-LP	RPS8	-	S8	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62241	Q5JR94	NP_001003	-	-	-	-	-	-
592359	3783746	6203	971788	112117	-	XXbac-BCX105G6.6	EBNA-LP	RPS9	-	S9	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P46781	A0A024R4M0	NP_001004|NP_001308634|NP_001308635|NP_001308630|NP_001308631|NP_001308633	-	-	-	-	-	-
592557	3783746	6134	971788	112054	-	XX-FW83563B9.1	EBNA-LP	RPL10	-	AUTSX5|DXS648|DXS648E|L10|NOV|QM	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P27635	-	NP_001243506|NP_001243509|NP_001290553|NP_006004|NP_001290555|NP_001290554	-	-	-	-	-	-
592558	3783746	6135	971788	112055	-	RP11-223J15.3	EBNA-LP	RPL11	-	DBA7|GIG34|L11	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62913	Q5VVD0	NP_001186731|NP_000966	-	-	-	-	-	-
592559	3783746	6136	971788	112056	-	-	EBNA-LP	RPL12	-	L12	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P30050	-	NP_000967	-	-	-	-	-	-
592560	3783746	6137	971788	112057	-	OK/SW-cl.46	EBNA-LP	RPL13	-	BBC1|D16S444E|D16S44E|L13	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P26373	A8K4C8	NP_150254|NP_001230060|NP_000968|NP_001230059	-	-	-	-	-	-
592561	3783746	6139	971788	112059	-	-	EBNA-LP	RPL17	-	L17|PD-1|RPL23	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P18621	A0A024R261	NP_001030178|NP_001186269|NP_001186270|NP_001186271|NP_001186272|NP_001186273|NP_001186274|NP_000976	-	-	-	-	-	-
592562	3783746	6141	971788	112061	-	-	EBNA-LP	RPL18	-	L18	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	Q07020	A0A024QZD1	NP_000970|NP_001257419	-	-	-	-	-	-
592563	3783746	6146	971788	112066	-	-	EBNA-LP	RPL22	-	EAP|HBP15|HBP15/L22|L22	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P35268	-	NP_000974	-	-	-	-	-	-
592564	3783746	9349	971788	114752	-	-	EBNA-LP	RPL23	-	L23|rpL17	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62829	A0A024R1Q8	NP_000969	-	-	-	-	-	-
592565	3783746	6152	971788	112071	-	-	EBNA-LP	RPL24	-	HEL-S-310|L24	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P83731	V9HW01	NP_000977	-	-	-	-	-	-
592566	3783746	6154	971788	112073	-	-	EBNA-LP	RPL26	-	DBA11|L26	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P61254	-	NP_001302460|NP_000978|NP_001302459	-	-	-	-	-	-
592567	3783746	6157	971788	112076	-	-	EBNA-LP	RPL27A	-	L27A	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P46776	-	NP_000981	-	-	-	-	-	-
592568	3783746	6160	971788	112079	-	-	EBNA-LP	RPL31	-	L31	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62899	-	NP_001092047|NP_001093163|NP_000984	-	-	-	-	-	-
592569	3783746	6164	971788	112083	-	-	EBNA-LP	RPL34	-	L34	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P49207	A0A024RDH8	NP_001306164|NP_001306165|NP_001306163|NP_001306161|NP_296374|NP_000986	-	-	-	-	-	-
592570	3783746	6129	971788	112049	-	-	EBNA-LP	RPL7	-	L7|humL7-1	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P18124	A8MUD9	NP_000962	-	-	-	-	-	-
592571	3783746	6130	971788	112050	-	RP11-244N20.10-004	EBNA-LP	RPL7A	-	L7A|SURF3|TRUP	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62424	-	NP_000963	-	-	-	-	-	-
592572	3783746	6132	971788	112052	-	-	EBNA-LP	RPL8	-	L8	Affinity Capture-MS	physical	Forsman A (2008)	PUBMED:18457437	10376	Human Herpesvirus 4	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P0C732|Q8AZK7	-	YP_401636	P62917	-	NP_001304700|NP_001304711|NP_150644|NP_000964	-	-	-	-	-	-
